Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Persons,All ages,,,2002,468.47457,461.82632,475.19403,458.02559,479.08825,19236.46628,5000111,,,Worse,Not compared,20020000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000004,East Midlands region,Regions,Persons,All ages,,,2002,459.31103,452.11772,466.58922,448.00901,470.80935,15867.95644,4221753,,,Worse,Not compared,20020000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000005,West Midlands region,Regions,Persons,All ages,,,2002,466.95609,460.42485,473.55599,456.69043,477.38057,19960.14546,5301243,,,Worse,Not compared,20020000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000006,East of England region,Regions,Persons,All ages,,,2002,416.76623,410.86392,422.73165,407.4896,426.18885,19296.43073,5432688,,,Better,Not compared,20020000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000007,London region,Regions,Persons,All ages,,,2002,423.98383,418.07224,429.95759,414.69211,433.41933,19956.73064,7376671,,,Better,Not compared,20020000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000008,South East region,Regions,Persons,All ages,,,2002,415.80473,411.02383,420.62715,408.28615,423.41935,29193.72383,8045192,,,Better,Not compared,20020000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000009,South West region,Regions,Persons,All ages,,,2002,417.65868,411.94267,423.43384,408.67394,426.78024,20597.02397,4976129,,,Better,Not compared,20020000,,,1y
93956,Mortality rate from cardiovascular disease,,,E92000001,England,England,Male,All ages,,,2003,535.50952,531.70563,539.33274,529.52104,541.54272,84926.37289,24427705,,,Not compared,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,,,E92000001,England,England,Female,All ages,,,2003,361.9988,359.66171,364.34721,358.31926,365.70455,93334.98625,25497812,,,Not compared,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,,,E92000001,England,England,Persons,All ages,,,2003,436.75886,434.71796,438.80691,433.54437,439.9899,178261.35914,49925517,,,Not compared,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E92000001,England,England,Male,All ages,,,2003,535.50952,531.70563,539.33274,529.52104,541.54272,84926.37289,24427705,,,Similar,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E92000001,England,England,Female,All ages,,,2003,361.9988,359.66171,364.34721,358.31926,365.70455,93334.98625,25497812,,,Similar,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E92000001,England,England,Persons,All ages,,,2003,436.75886,434.71796,438.80691,433.54437,439.9899,178261.35914,49925517,,,Similar,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000001,North East region,Regions,Male,All ages,,,2003,596.10463,578.03119,614.56347,567.78716,625.31285,4909.56699,1232535,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000002,North West region,Regions,Male,All ages,,,2003,604.25832,593.01571,615.64862,586.60107,622.25713,12820.53177,3318656,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Male,All ages,,,2003,549.75143,537.53764,562.15913,530.5843,569.36689,8804.79966,2445230,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000004,East Midlands region,Regions,Male,All ages,,,2003,542.51847,529.53109,555.72816,522.14477,563.40613,7584.44978,2093364,,,Similar,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000005,West Midlands region,Regions,Male,All ages,,,2003,565.14861,553.01771,577.46426,546.10795,584.61645,9561.12195,2610512,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000006,East of England region,Regions,Male,All ages,,,2003,494.922,484.16535,505.84751,478.04068,512.19375,9003.49518,2683819,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000007,London region,Regions,Male,All ages,,,2003,513.63832,502.87238,524.56844,496.74021,530.91605,9536.07211,3642470,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000008,South East region,Regions,Male,All ages,,,2003,494.3171,485.58467,503.1625,480.60143,508.29402,13217.76948,3959605,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000009,South West region,Regions,Male,All ages,,,2003,503.51933,493.04647,514.1523,487.08141,520.32746,9488.56598,2441514,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000001,North East region,Regions,Female,All ages,,,2003,400.10307,389.16464,411.26956,382.96234,417.7709,5133.38392,1307926,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000002,North West region,Regions,Female,All ages,,,2003,407.45782,400.73325,414.2664,396.89443,418.21549,14169.32856,3496004,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Female,All ages,,,2003,370.63628,363.24424,378.14011,359.03338,382.49768,9693.91299,2581084,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000004,East Midlands region,Regions,Female,All ages,,,2003,361.57932,353.54374,369.75052,348.97278,374.49942,7798.36068,2161716,,,Similar,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000005,West Midlands region,Regions,Female,All ages,,,2003,379.5379,372.15983,387.02465,367.95557,391.37152,10217.299,2714963,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000006,East of England region,Regions,Female,All ages,,,2003,337.07954,330.42406,343.83456,326.63226,347.75698,9911.235,2790314,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000007,London region,Regions,Female,All ages,,,2003,350.5656,343.74887,357.48269,339.86445,361.49878,10228.234,3752347,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000008,South East region,Regions,Female,All ages,,,2003,337.32732,331.94687,342.77233,328.87414,345.92982,15347.9071,4128319,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000009,South West region,Regions,Female,All ages,,,2003,338.26937,331.84679,344.78378,328.18574,348.56536,10835.32502,2565139,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000001,North East region,Regions,Persons,All ages,,,2003,484.92278,475.3261,494.66204,469.85818,500.31706,10042.95091,2540461,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000002,North West region,Regions,Persons,All ages,,,2003,491.82595,485.9138,497.79152,482.52929,501.24616,26989.86033,6814660,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Persons,All ages,,,2003,447.41606,440.93814,453.96474,437.23543,457.76036,18498.71264,5026314,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000004,East Midlands region,Regions,Persons,All ages,,,2003,440.60296,433.59139,447.69857,429.58709,451.81318,15382.81046,4255080,,,Similar,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000005,West Midlands region,Regions,Persons,All ages,,,2003,458.72824,452.28121,465.24336,448.59507,469.0189,19778.42094,5325475,,,Worse,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000006,East of England region,Regions,Persons,All ages,,,2003,404.7635,398.97038,410.6192,395.65876,414.01298,18914.73017,5474133,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000007,London region,Regions,Persons,All ages,,,2003,423.39289,417.45928,429.38918,414.06672,432.86406,19764.30611,7394817,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000008,South East region,Regions,Persons,All ages,,,2003,404.35368,399.65099,409.09765,396.95832,411.84456,28565.67657,8087924,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000009,South West region,Regions,Persons,All ages,,,2003,408.08043,402.455,413.76447,399.23825,417.05818,20323.891,5006653,,,Better,Not compared,20030000,,,1y
93956,Mortality rate from cardiovascular disease,,,E92000001,England,England,Male,All ages,,,2004,495.57553,491.95426,499.21578,489.87482,501.32015,79847.12016,24573534,,,Not compared,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,,,E92000001,England,England,Female,All ages,,,2004,331.08366,328.85294,333.32566,327.5718,334.62162,85756.54618,25621066,,,Not compared,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,,,E92000001,England,England,Persons,All ages,,,2004,402.07495,400.12533,404.03166,399.00435,405.16197,165603.66634,50194600,,,Not compared,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E92000001,England,England,Male,All ages,,,2004,495.57553,491.95426,499.21578,489.87482,501.32015,79847.12016,24573534,,,Similar,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E92000001,England,England,Female,All ages,,,2004,331.08366,328.85294,333.32566,327.5718,334.62162,85756.54618,25621066,,,Similar,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E92000001,England,England,Persons,All ages,,,2004,402.07495,400.12533,404.03166,399.00435,405.16197,165603.66634,50194600,,,Similar,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000001,North East region,Regions,Male,All ages,,,2004,557.82339,540.44633,575.58185,530.60197,585.92627,4637.48103,1233448,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000002,North West region,Regions,Male,All ages,,,2004,561.26192,550.56585,572.10248,544.46487,578.39309,12130.89112,3338316,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Male,All ages,,,2004,520.65935,508.89236,532.61734,502.19532,539.56499,8426.38079,2471012,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000004,East Midlands region,Regions,Male,All ages,,,2004,485.87461,473.75779,498.20845,466.871,505.37992,6933.36217,2110854,,,Similar,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000005,West Midlands region,Regions,Male,All ages,,,2004,516.00044,504.56923,527.61221,498.061,534.35737,8893.94456,2623269,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000006,East of England region,Regions,Male,All ages,,,2004,465.08576,454.82041,475.5153,448.97688,481.57426,8676.54078,2697170,,,Better,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000007,London region,Regions,Male,All ages,,,2004,484.23744,473.80635,494.83243,467.86713,500.98672,8987.32146,3659646,,,Better,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000008,South East region,Regions,Male,All ages,,,2004,453.97069,445.67048,462.3821,440.93567,467.26288,12328.43228,3980267,,,Better,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000009,South West region,Regions,Male,All ages,,,2004,460.2895,450.3851,470.35091,444.74638,476.19562,8832.76597,2459552,,,Better,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000001,North East region,Regions,Female,All ages,,,2004,365.85608,355.44376,376.49454,349.54394,382.69087,4734.9217,1307054,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000002,North West region,Regions,Female,All ages,,,2004,367.72394,361.33794,374.19389,357.69434,377.9477,12800.63486,3502053,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Female,All ages,,,2004,346.81011,339.66959,354.06215,335.60363,358.27445,9094.46552,2592187,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000004,East Midlands region,Regions,Female,All ages,,,2004,330.9954,323.33665,338.78878,318.98251,343.31954,7194.98912,2180622,,,Similar,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000005,West Midlands region,Regions,Female,All ages,,,2004,340.29905,333.34426,347.36158,329.38366,351.46356,9243.94957,2723107,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000006,East of England region,Regions,Female,All ages,,,2004,317.47231,311.04883,323.9942,307.39029,327.78189,9448.09411,2811394,,,Better,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000007,London region,Regions,Female,All ages,,,2004,319.64475,313.10356,326.28728,309.3785,330.14533,9241.42558,3773084,,,Better,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000008,South East region,Regions,Female,All ages,,,2004,310.90207,305.75259,316.11571,302.81286,319.13966,14243.43996,4152833,,,Better,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000009,South West region,Regions,Female,All ages,,,2004,301.91211,295.86839,308.04695,292.42547,311.60945,9754.62579,2578732,,,Better,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000001,North East region,Regions,Persons,All ages,,,2004,447.04505,437.89709,456.33374,432.68706,461.72843,9372.40273,2540502,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000002,North West region,Regions,Persons,All ages,,,2004,450.52215,444.88683,456.21045,441.66176,459.50508,24931.52598,6840369,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Persons,All ages,,,2004,421.10129,414.83562,427.43728,411.25512,431.11014,17520.8463,5063199,,,Worse,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000004,East Midlands region,Regions,Persons,All ages,,,2004,399.073,392.44729,405.7816,388.66497,409.67272,14128.35129,4291476,,,Similar,Not compared,20040000,,,1y
93956,Mortality rate from cardiovascular disease,E92000001,England,E12000005,West Midlands region,Regions,Persons,All ages,,,2004,416.13913,410.03667,422.30891,406.54888,425.8851,18137.89413,5346376,,,Worse,Not compared,20040000,,,1y
