Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Female,All ages,,,2001,55.76831,52.84733,58.80783,51.21721,60.59301,1384.046,2555609,,,Worse,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Female,All ages,,,2001,44.54023,41.67737,47.54695,40.09203,49.32025,912.016,2128607,,,Similar,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Female,All ages,,,2001,46.34008,43.73706,49.05677,42.28798,50.65448,1199.241,2691952,,,Similar,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Female,All ages,,,2001,37.82669,35.54056,40.2203,34.27131,41.63004,1038.309,2752811,,,Better,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Female,All ages,,,2001,46.28791,43.7943,48.88543,42.40391,50.41175,1313.949,3725283,,,Similar,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Female,All ages,,,2001,37.1539,35.30213,39.07655,34.2668,40.20464,1551.797,4099464,,,Better,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Female,All ages,,,2001,32.6217,30.55602,34.78865,29.41101,36.066,956.888,2537914,,,Better,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Persons,All ages,,,2001,80.0956,76.29073,84.03971,74.16051,86.35216,1694.763,2540090,,,Worse,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Persons,All ages,,,2001,77.70102,75.38637,80.06838,74.07595,81.44789,4313.279,6772985,,,Worse,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Persons,All ages,,,2001,71.00492,68.44991,73.63058,67.0091,75.16395,2940.056,4976643,,,Worse,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Persons,All ages,,,2001,62.53768,59.9213,65.23834,58.45131,66.8187,2176.84,4189622,,,Similar,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Persons,All ages,,,2001,60.6193,58.30663,62.99965,57.00418,64.39075,2629.155,5280727,,,Similar,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Persons,All ages,,,2001,52.8093,50.72174,54.96039,49.54717,56.21817,2434.317,5400463,,,Better,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Persons,All ages,,,2001,63.35697,61.09441,65.68155,59.81827,67.03893,2991.831,7322403,,,Similar,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Persons,All ages,,,2001,50.1505,48.49268,51.85035,47.55608,52.84204,3487.523,8023449,,,Better,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Persons,All ages,,,2001,46.63649,44.73418,48.59862,43.66472,49.74642,2282.678,4943364,,,Better,Not compared,20010000,,,1y
94000,Mortality rate from chronic lower respiratory disease,,,E92000001,England,England,Male,All ages,,,2002,87.54421,86.01581,89.09201,85.14345,89.98984,13731.81,24292759,,,Not compared,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,,,E92000001,England,England,Female,All ages,,,2002,47.87823,47.00888,48.75952,46.51309,49.27096,11761.641,25386508,,,Not compared,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,,,E92000001,England,England,Persons,All ages,,,2002,61.9428,61.18089,62.7118,60.74482,63.15717,25493.451,49679267,,,Not compared,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E92000001,England,England,Male,All ages,,,2002,87.54421,86.01581,89.09201,85.14345,89.98984,13731.81,24292759,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E92000001,England,England,Female,All ages,,,2002,47.87823,47.00888,48.75952,46.51309,49.27096,11761.641,25386508,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E92000001,England,England,Persons,All ages,,,2002,61.9428,61.18089,62.7118,60.74482,63.15717,25493.451,49679267,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Male,All ages,,,2002,109.45375,101.76322,117.53724,97.50741,122.30643,882.846,1232838,,,Worse,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Male,All ages,,,2002,103.19847,98.61871,107.92611,96.04576,110.69271,2166.642,3299082,,,Worse,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Male,All ages,,,2002,97.71789,92.65236,102.97737,89.82019,106.06329,1551.246,2431540,,,Worse,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Male,All ages,,,2002,91.17525,85.89616,96.67996,82.95513,99.91604,1250.85,2076257,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Male,All ages,,,2002,86.01342,81.32287,90.89073,78.70358,93.75434,1436.568,2597087,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Male,All ages,,,2002,80.17866,75.88803,84.64021,73.49211,87.25973,1435.248,2665059,,,Better,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Male,All ages,,,2002,89.52231,85.02988,94.18342,82.51665,96.91739,1611.486,3632228,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Male,All ages,,,2002,76.0849,72.69964,79.58333,70.79952,81.63162,2023.902,3935274,,,Better,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Male,All ages,,,2002,72.77093,68.84393,76.85795,66.65267,79.25853,1373.022,2423394,,,Better,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Female,All ages,,,2002,71.16369,66.5834,75.97486,64.04734,78.81257,906.494,1307762,,,Worse,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Female,All ages,,,2002,64.38437,61.68763,67.16805,60.17252,68.79701,2173.516,3485798,,,Worse,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Female,All ages,,,2002,56.16874,53.24722,59.20789,51.61637,60.99261,1405.73,2568571,,,Worse,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Female,All ages,,,2002,46.26557,43.36138,49.31201,41.75152,51.10776,958.636,2145496,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Female,All ages,,,2002,47.20091,44.58616,49.92812,43.12977,51.53156,1235.6,2704156,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Female,All ages,,,2002,40.3421,37.99049,42.80017,36.68305,44.24678,1117.955,2767629,,,Better,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Female,All ages,,,2002,47.34403,44.82523,49.96645,43.42019,51.50704,1347.443,3744443,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Female,All ages,,,2002,37.69062,35.83637,39.61486,34.79919,40.74361,1595.48,4109918,,,Better,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Female,All ages,,,2002,34.75864,32.62412,36.99439,31.43943,38.31139,1020.787,2552735,,,Better,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Persons,All ages,,,2002,83.90216,80.01959,87.92294,77.84412,90.27931,1789.34,2540600,,,Worse,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Persons,All ages,,,2002,77.48162,75.17959,79.83589,73.87625,81.20773,4340.158,6784880,,,Worse,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Persons,All ages,,,2002,70.71396,68.1754,73.3225,66.74378,74.84582,2956.976,5000111,,,Worse,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Persons,All ages,,,2002,62.51924,59.92148,65.20005,58.46166,66.76863,2209.486,4221753,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Persons,All ages,,,2002,60.98361,58.67519,63.35904,57.37488,64.74712,2672.168,5301243,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Persons,All ages,,,2002,54.4037,52.30242,56.56739,51.11944,57.83213,2553.203,5432688,,,Better,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Persons,All ages,,,2002,62.80333,60.54764,65.12118,59.27554,66.47474,2958.929,7376671,,,Similar,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Persons,All ages,,,2002,51.4848,49.81279,53.19842,48.86781,54.19792,3619.382,8045192,,,Better,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Persons,All ages,,,2002,48.46063,46.52837,50.45219,45.44142,51.61681,2393.809,4976129,,,Better,Not compared,20020000,,,1y
94000,Mortality rate from chronic lower respiratory disease,,,E92000001,England,England,Male,All ages,,,2003,89.56996,88.03016,91.12899,87.15113,92.03324,14188.638,24427705,,,Not compared,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,,,E92000001,England,England,Female,All ages,,,2003,51.51542,50.61477,52.42795,50.10091,52.9574,12710.124,25497812,,,Not compared,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,,,E92000001,England,England,Persons,All ages,,,2003,64.9478,64.16923,65.73341,63.72353,66.18837,26898.762,49925517,,,Not compared,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E92000001,England,England,Male,All ages,,,2003,89.56996,88.03016,91.12899,87.15113,92.03324,14188.638,24427705,,,Similar,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E92000001,England,England,Female,All ages,,,2003,51.51542,50.61477,52.42795,50.10091,52.9574,12710.124,25497812,,,Similar,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E92000001,England,England,Persons,All ages,,,2003,64.9478,64.16923,65.73341,63.72353,66.18837,26898.762,49925517,,,Similar,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Male,All ages,,,2003,111.34046,103.471,119.61067,99.11556,124.48967,888.66,1232535,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Male,All ages,,,2003,103.58032,99.02245,108.28373,96.46106,111.0357,2214.888,3318656,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Male,All ages,,,2003,103.3637,98.06682,108.85944,95.10353,112.08294,1612.158,2445230,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Male,All ages,,,2003,95.28402,89.85452,100.94018,86.82727,104.26385,1309.776,2093364,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Male,All ages,,,2003,96.15152,91.24811,101.23825,88.5046,104.22166,1625.196,2610512,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Male,All ages,,,2003,75.69949,71.58315,79.9823,69.28565,82.49753,1393.674,2683819,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Male,All ages,,,2003,93.8282,89.26887,98.55397,86.71607,101.3246,1703.01,3642470,,,Similar,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Male,All ages,,,2003,75.06506,71.70441,78.53867,69.81838,80.57259,2002.536,3959605,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Male,All ages,,,2003,74.60383,70.6743,78.6897,68.47992,81.08861,1438.74,2441514,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Female,All ages,,,2003,76.89653,72.14072,81.88203,69.50301,84.81991,985.275,1307926,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Female,All ages,,,2003,70.11096,67.29266,73.01627,65.70751,74.71538,2366.267,3496004,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Female,All ages,,,2003,62.56656,59.48836,65.76173,57.76692,67.63621,1574.373,2581084,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Female,All ages,,,2003,48.16601,45.21138,51.26183,43.57198,53.08574,1005.959,2161716,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Female,All ages,,,2003,52.43846,49.68813,55.30043,48.15325,56.98134,1383.424,2714963,,,Similar,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Female,All ages,,,2003,40.51645,38.17325,42.96473,36.87004,44.40532,1138.639,2790314,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Female,All ages,,,2003,50.37459,47.75962,53.09442,46.29972,54.69151,1416.585,3752347,,,Similar,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Female,All ages,,,2003,40.36992,38.45496,42.35443,37.38261,43.51782,1719.485,4128319,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Female,All ages,,,2003,37.73642,35.52158,40.05142,34.29013,41.41381,1120.117,2565139,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Persons,All ages,,,2003,87.44791,83.48493,91.54869,81.26292,93.95106,1873.935,2540461,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Persons,All ages,,,2003,81.30666,78.95192,83.7134,77.61807,85.11543,4581.155,6814660,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Persons,All ages,,,2003,75.91715,73.28768,78.61642,71.80356,80.192,3186.531,5026314,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Persons,All ages,,,2003,64.8176,62.1831,67.53434,60.70173,69.12341,2315.735,4255080,,,Similar,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Persons,All ages,,,2003,67.91955,65.49463,70.41073,64.12683,71.86536,3008.62,5325475,,,Worse,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Persons,All ages,,,2003,53.41267,51.33957,55.54762,50.17256,56.79562,2532.313,5474133,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Persons,All ages,,,2003,66.72672,64.39173,69.12436,63.07412,70.52406,3119.595,7394817,,,Similar,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Persons,All ages,,,2003,52.70483,51.01546,54.43564,50.0604,55.44502,3722.021,8087924,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Persons,All ages,,,2003,51.17925,49.20282,53.21431,48.09011,54.40385,2558.857,5006653,,,Better,Not compared,20030000,,,1y
94000,Mortality rate from chronic lower respiratory disease,,,E92000001,England,England,Male,All ages,,,2004,81.23999,79.78758,82.7113,78.9588,83.56488,13068.948,24573534,,,Not compared,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,,,E92000001,England,England,Female,All ages,,,2004,46.14432,45.29587,47.00455,44.81205,47.50382,11501.341,25621066,,,Not compared,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,,,E92000001,England,England,Persons,All ages,,,2004,58.73483,57.99771,59.47894,57.57588,59.90994,24570.289,50194600,,,Not compared,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E92000001,England,England,Male,All ages,,,2004,81.23999,79.78758,82.7113,78.9588,83.56488,13068.948,24573534,,,Similar,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E92000001,England,England,Female,All ages,,,2004,46.14432,45.29587,47.00455,44.81205,47.50382,11501.341,25621066,,,Similar,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E92000001,England,England,Persons,All ages,,,2004,58.73483,57.99771,59.47894,57.57588,59.90994,24570.289,50194600,,,Similar,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Male,All ages,,,2004,105.19981,97.92993,112.83976,93.90627,117.3469,889.344,1233448,,,Worse,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Male,All ages,,,2004,93.55177,89.22012,98.02925,86.78925,100.65104,1996.308,3338316,,,Worse,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Male,All ages,,,2004,93.70129,88.76323,98.83119,86.00358,101.84183,1507.554,2471012,,,Worse,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Male,All ages,,,2004,79.24088,74.38153,84.32029,71.67989,87.30965,1116.888,2110854,,,Similar,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Male,All ages,,,2004,85.10214,80.49846,89.8878,77.92709,92.69725,1457.166,2623269,,,Similar,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Male,All ages,,,2004,70.80267,66.82688,74.94517,64.6105,77.37959,1298.31,2697170,,,Better,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Male,All ages,,,2004,84.79192,80.4724,89.27677,78.05731,91.90818,1552.182,3659646,,,Similar,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Male,All ages,,,2004,70.8784,67.66046,74.20619,65.85528,76.15518,1942.338,3980267,,,Better,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Male,All ages,,,2004,67.37053,63.65285,71.24344,61.58007,73.51926,1308.858,2459552,,,Better,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Female,All ages,,,2004,67.18543,62.76713,71.83108,60.32283,74.57239,870.828,1307054,,,Worse,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Female,All ages,,,2004,60.39929,57.80097,63.08357,56.34215,64.65496,2065.474,3502053,,,Worse,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Female,All ages,,,2004,55.33063,52.45243,58.32465,50.84573,60.08284,1407.441,2592187,,,Worse,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000004,East Midlands region,Regions,Female,All ages,,,2004,42.79157,40.02408,45.6987,38.49181,47.41341,904.836,2180622,,,Better,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000005,West Midlands region,Regions,Female,All ages,,,2004,43.63091,41.12897,46.24418,39.73708,47.78162,1156.062,2723107,,,Similar,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000006,East of England region,Regions,Female,All ages,,,2004,35.5727,33.39729,37.85144,32.18996,39.1938,1018.012,2811394,,,Better,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000007,London region,Regions,Female,All ages,,,2004,47.90171,45.34335,50.5657,43.91641,52.1308,1338.164,3773084,,,Similar,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000008,South East region,Regions,Female,All ages,,,2004,38.51415,36.64876,40.44877,35.60481,41.58329,1649.406,4152833,,,Better,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000009,South West region,Regions,Female,All ages,,,2004,36.50408,34.33024,38.77756,33.12218,40.11587,1091.118,2578732,,,Better,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000001,North East region,Regions,Persons,All ages,,,2004,80.80734,77.03622,84.71383,74.92371,87.00351,1760.172,2540502,,,Worse,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000002,North West region,Regions,Persons,All ages,,,2004,71.77173,69.56311,74.03218,68.31344,75.34981,4061.782,6840369,,,Worse,Not compared,20040000,,,1y
94000,Mortality rate from chronic lower respiratory disease,E92000001,England,E12000003,Yorkshire and the Humber region,Regions,Persons,All ages,,,2004,68.81746,66.32494,71.37921,64.9195,72.87534,2914.995,5063199,,,Worse,Not compared,20040000,,,1y
