Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2003 - 05,79.67184,78.8416,80.50836,78.36575,80.99245,38411.224,73787882,,,Similar,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2003 - 05,44.0233,43.54365,44.50688,43.26887,44.78681,32863.474,76938269,,,Similar,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2003 - 05,56.85397,56.43489,57.27537,56.19431,57.51901,71274.698,150726151,,,Similar,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,103.19127,98.9187,107.59097,96.51342,110.16276,2545.074,3704317,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,92.91575,90.43399,95.44532,89.02498,96.91703,6002.641,10011466,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,91.93683,89.08817,94.84971,87.47514,96.54694,4398.414,7415871,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,79.99013,77.16033,82.89282,75.56214,84.58655,3380.893,6336131,,,Similar,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,82.71052,80.10237,85.37843,78.62597,86.93318,4259.126,7877256,,,Worse 95%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,67.35662,65.11951,69.64846,63.85472,70.98498,3743.095,8107715,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,84.84139,82.33295,87.405,80.91194,88.89836,4617.91,10999856,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,67.59815,65.77575,69.4571,64.74175,70.53904,5541.615,11951426,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,67.08035,64.9337,69.27829,63.7195,70.55971,3922.456,7383844,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,66.66632,64.10497,69.30327,62.66276,70.8445,2585.763,3923773,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,59.42112,57.92379,60.94712,57.07362,61.83491,6070.177,10513584,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,52.76802,51.1313,54.44346,50.20536,55.42016,3998.793,7782050,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,40.30825,38.74914,41.91358,37.87134,42.85191,2563.205,6539537,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,42.5854,41.15189,44.05577,40.34224,44.91372,3394.027,8175282,,,Similar,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,34.91654,33.66502,36.20231,32.95911,36.9531,3001.06,8437635,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,44.28007,42.85143,45.74385,42.04382,46.59753,3702.062,11346700,,,Similar,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,35.69404,34.65319,36.75785,34.06358,37.37755,4596.085,12472494,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,32.88309,31.68623,34.11298,31.01127,34.83121,2952.302,7747214,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,79.03604,76.86499,81.25236,75.63397,82.54274,5130.837,7628090,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,71.00487,69.73508,72.29186,69.01081,73.03869,12072.818,20525050,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,66.17199,64.75595,67.61106,63.95004,68.44717,8397.207,15197921,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,54.84273,53.4465,56.26599,52.65386,57.09408,5944.098,12875668,,,Better 95%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,56.98439,55.70529,58.28528,54.97779,59.04138,7653.153,16052538,,,Similar,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,46.68353,45.56907,47.81822,44.93579,48.47806,6744.155,16545350,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,59.68125,58.39874,60.98472,57.66887,61.74208,8319.972,22346556,,,Worse 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,47.26079,46.33994,48.19525,45.81523,48.73783,10137.7,24423920,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,45.32356,44.25125,46.41516,43.64183,47.04989,6874.758,15131058,,,Better 99.8%,Not compared,20030000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",,,E92000001,England,England,Male,All ages,,,2004 - 06,75.34783,74.55108,76.15071,74.09448,76.61537,37069.391,74337867,,,Not compared,Not compared,20040000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",,,E92000001,England,England,Female,All ages,,,2004 - 06,42.55007,42.08067,43.02336,41.81179,43.29735,32071.927,77427953,,,Not compared,Not compared,20040000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",,,E92000001,England,England,Persons,All ages,,,2004 - 06,54.51978,54.1119,54.92995,53.87777,55.1671,69141.318,151765820,,,Not compared,Not compared,20040000,,,3y"
"1204,""Mortality rate from chronic obstructive pulmonary disease, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2004 - 06,75.34783,74.55108,76.15071,74.09448,76.61537,37069.391,74337867,,,Similar,Not compared,20040000,,,3y"
