Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2001,84.86746,79.80064,90.17018,76.98653,93.29267,1058.11745,1307988,,,Worse,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2001,81.16611,78.19483,84.22098,76.51993,86.00538,2842.16657,3484531,,,Similar,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2001,75.21805,71.91732,78.63059,70.06532,80.629,1971.7386,2555609,,,Better,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2001,77.63549,73.91157,81.49767,71.82758,83.76262,1647.12935,2128607,,,Similar,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2001,75.21211,71.91812,78.61732,70.06972,80.61132,1984.81611,2691952,,,Better,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2001,80.03631,76.80304,83.37014,74.98482,85.32006,2332.5292,2752811,,,Similar,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2001,98.32467,94.80567,101.94026,92.82092,104.05155,2983.47089,3725283,,,Worse,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2001,74.82908,72.35316,77.36765,70.95431,78.8486,3502.03904,4099464,,,Better,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2001,65.55852,62.7746,68.43332,61.21101,70.1159,2120.68762,2537914,,,Better,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2001,93.19536,88.7312,97.82215,86.23154,100.53467,1709.77067,2540090,,,Worse,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2001,90.21052,87.59893,92.87944,86.11942,94.4341,4637.42109,6772985,,,Worse,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2001,82.6161,79.73457,85.57425,78.10823,87.30097,3176.56765,4976643,,,Better,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2001,84.84785,81.63908,88.14902,79.83128,90.07786,2714.22829,4189622,,,Similar,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2001,83.63344,80.73961,86.60305,79.10581,88.33615,3272.91633,5280727,,,Better,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2001,86.71471,83.94115,89.55583,82.37294,91.21258,3775.5656,5400463,,,Similar,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2001,109.29601,106.23761,112.41941,104.50401,114.23824,4942.76989,7322403,,,Worse,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2001,82.35708,80.20776,84.54915,78.98811,85.82486,5634.87566,8023449,,,Better,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2001,72.79284,70.37866,75.2683,69.01477,76.71249,3481.15113,4943364,,,Better,Not compared,20010000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,,,2002,101.70941,99.84592,103.59713,98.78254,104.69229,13100.92651,24292759,,,Not compared,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,,,2002,81.318,80.22486,82.42225,79.59965,83.06205,21333.04739,25386508,,,Not compared,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,,,2002,88.53485,87.59344,89.48378,87.05406,90.03304,34433.9739,49679267,,,Not compared,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2002,101.70941,99.84592,103.59713,98.78254,104.69229,13100.92651,24292759,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2002,81.318,80.22486,82.42225,79.59965,83.06205,21333.04739,25386508,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2002,88.53485,87.59344,89.48378,87.05406,90.03304,34433.9739,49679267,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2002,110.41081,101.34207,120.00505,96.35103,125.68206,691.4507,1232838,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2002,103.62119,98.39429,109.03467,95.46581,112.20736,1779.59682,3299082,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2002,102.21027,96.2893,108.37812,92.98791,112.0024,1312.74102,2431540,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2002,97.42697,91.10315,104.04553,87.59103,107.94292,1056.05478,2076257,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2002,96.91933,91.16539,102.91542,87.95813,106.43936,1289.11107,2597087,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2002,98.66113,93.29238,104.24247,90.29385,107.51912,1452.13652,2665059,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2002,119.92822,114.16283,125.89613,110.93118,129.39289,1836.34268,3632228,,,Worse,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2002,100.61742,96.31019,105.06046,93.88888,107.65964,2270.19147,3935274,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2002,88.97315,84.15955,93.98001,81.47227,96.92012,1413.30145,2423394,,,Better,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2002,88.13239,82.99321,93.50501,80.13629,96.66711,1110.48067,1307762,,,Worse,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2002,87.79193,84.70118,90.9662,82.95738,92.81944,3075.77403,3485798,,,Worse,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2002,77.18519,73.86192,80.6189,71.9963,82.62913,2047.61064,2568571,,,Better,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2002,80.7771,77.00536,84.68512,74.89291,86.97595,1737.4314,2145496,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2002,70.93408,67.76396,74.21354,65.98612,76.13453,1903.19351,2704156,,,Better,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2002,78.47716,75.30275,81.75049,73.51772,83.66507,2323.41665,2767629,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2002,98.69335,95.16406,102.3195,93.17351,104.43696,2984.04794,3744443,,,Worse,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2002,80.45475,77.89717,83.07443,76.451,84.60201,3798.04099,4109918,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2002,70.93007,68.07298,73.87563,66.46612,75.59835,2353.05156,2552735,,,Better,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2002,96.18673,91.69964,100.83298,89.18519,103.55574,1801.93137,2540600,,,Worse,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2002,93.71685,91.06512,96.42544,89.56227,98.00285,4855.37085,6784880,,,Worse,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2002,85.99477,83.08155,88.98326,81.43634,90.72712,3360.35166,5000111,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2002,86.94485,83.70674,90.27486,81.88179,92.22019,2793.48618,4221753,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2002,79.62668,76.84376,82.48341,75.273,84.15088,3192.30457,5301243,,,Better,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2002,85.26195,82.53739,88.05287,80.99689,89.68035,3775.55317,5432688,,,Better,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2002,106.78878,103.76812,109.87445,102.05629,111.67153,4820.39062,7376671,,,Worse,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2002,87.42404,85.22648,89.66371,83.97872,90.96669,6068.23246,8045192,,,Similar,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2002,77.28613,74.82302,79.8093,73.43037,81.28068,3766.35301,4976129,,,Better,Not compared,20020000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,,,2003,105.81224,103.92664,107.72177,102.85039,108.82943,13738.9026,24427705,,,Not compared,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,,,2003,84.85066,83.73437,85.97805,83.09581,86.6312,22272.85007,25497812,,,Not compared,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,,,2003,92.16188,91.20415,93.1271,90.65534,93.68574,36011.75267,49925517,,,Not compared,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2003,105.81224,103.92664,107.72177,102.85039,108.82943,13738.9026,24427705,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2003,84.85066,83.73437,85.97805,83.09581,86.6312,22272.85007,25497812,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2003,92.16188,91.20415,93.1271,90.65534,93.68574,36011.75267,49925517,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2003,104.39565,95.75029,113.54833,90.99506,118.96575,674.74628,1232535,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2003,108.89927,103.5751,114.40795,100.58962,117.63497,1885.9158,3318656,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2003,99.85429,94.00367,105.95178,90.74282,109.53549,1282.46886,2445230,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2003,103.39416,97.04324,110.02677,93.50967,113.92864,1163.33792,2093364,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2003,96.47785,90.88938,102.29701,87.77236,105.71579,1338.552,2610512,,,Better,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2003,104.13172,98.57524,109.90469,95.47027,113.29291,1498.96139,2683819,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2003,125.47873,119.65836,131.49749,116.39315,135.02243,1948.19093,3642470,,,Worse,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2003,107.09615,102.68307,111.64362,100.20008,114.30262,2431.52089,3959605,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2003,96.04262,91.04041,101.23866,88.24468,104.28798,1515.20853,2441514,,,Better,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2003,82.20834,77.25741,87.39172,74.50852,90.44444,1041.03399,1307926,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2003,88.7923,85.67934,91.98904,83.92287,93.8553,3100.24223,3496004,,,Worse,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2003,79.95357,76.57461,83.44273,74.67677,85.48486,2124.84537,2581084,,,Better,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2003,82.89597,79.10076,86.82557,76.97393,89.12832,1807.7986,2161716,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2003,77.96584,74.65085,81.38949,72.78919,83.39343,2103.64274,2714963,,,Better,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2003,82.71157,79.4671,86.05402,77.64125,88.00819,2472.02733,2790314,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2003,102.45814,98.8425,106.17172,96.80267,108.33988,3061.73703,3752347,,,Worse,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2003,85.36319,82.72238,88.06636,81.22833,89.64216,4013.0623,4128319,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2003,77.1124,74.12293,80.19075,72.43995,81.99015,2548.4605,2565139,,,Better,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2003,90.10371,85.79838,94.56561,83.38753,97.18138,1715.78027,2540461,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2003,96.23437,93.54801,98.97756,92.02518,100.57492,4986.15802,6814660,,,Worse,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2003,86.47442,83.5657,89.45777,81.92279,91.19848,3407.31423,5026314,,,Better,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2003,90.54641,87.27767,93.90506,85.43417,95.86636,2971.13651,4255080,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2003,85.02988,82.16955,87.96321,80.5538,89.67464,3442.19474,5325475,,,Better,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2003,89.15917,86.38414,92.0001,84.81431,93.65628,3970.98872,5474133,,,Better,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2003,111.36437,108.27764,114.51625,106.52777,116.35155,5009.92795,7394817,,,Worse,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2003,92.88437,90.61893,95.19192,89.33203,96.53405,6444.58319,8087924,,,Similar,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2003,83.07632,80.528,85.68443,79.08611,87.20471,4063.66903,5006653,,,Better,Not compared,20030000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Male,All ages,,,2004,93.25909,91.52675,95.01444,90.53846,96.03294,12536.3272,24573534,,,Not compared,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Female,All ages,,,2004,74.39032,73.34765,75.44404,72.75152,76.05468,19633.75073,25621066,,,Not compared,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",,,E92000001,England,England,Persons,All ages,,,2004,81.16191,80.26978,82.06141,79.75876,82.58213,32170.07793,50194600,,,Not compared,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2004,93.25909,91.52675,95.01444,90.53846,96.03294,12536.3272,24573534,,,Similar,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2004,74.39032,73.34765,75.44404,72.75152,76.05468,19633.75073,25621066,,,Similar,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2004,81.16191,80.26978,82.06141,79.75876,82.58213,32170.07793,50194600,,,Similar,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2004,104.75438,96.29532,113.69954,91.63801,118.99139,702.7505,1233448,,,Worse,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2004,99.86104,94.81461,105.08922,91.98798,108.15375,1748.55516,3338316,,,Worse,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2004,97.22173,91.52201,103.16348,88.34595,106.65607,1266.69241,2471012,,,Similar,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2004,90.10741,84.26915,96.22051,81.02791,99.82099,1035.67384,2110854,,,Similar,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2004,84.87866,79.7673,90.21179,76.92119,93.34788,1214.59596,2623269,,,Better,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2004,86.9341,82.09096,91.97512,79.38873,94.9362,1365.71962,2697170,,,Better,Not compared,20040000,,,1y"
"93999,""Mortality rate from influenza and pneumonia, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2004,104.62782,99.40994,110.03797,96.48923,113.21032,1671.80187,3659646,,,Worse,Not compared,20040000,,,1y"
