Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2001 - 03,126.14013,124.23688,128.06498,123.14939,129.18085,17134.26435,12337701,,,Better,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2001 - 03,113.11519,110.95776,115.30363,109.72804,116.57405,10719.57059,7655788,,,Better,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2001 - 03,190.87736,187.3299,194.47416,185.30712,196.56172,11442.41075,7621151,,,Worse,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2001 - 03,193.23371,191.07027,195.41534,189.83115,196.67835,31126.52685,20372525,,,Worse,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2001 - 03,174.71404,172.3461,177.10617,170.99183,178.4922,21132.19774,15003068,,,Worse,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2001 - 03,172.5922,170.00746,175.20605,168.53045,176.72127,17409.58493,12666455,,,Worse,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2001 - 03,166.85785,164.57073,169.16848,163.26276,170.50733,20877.89462,15907445,,,Similar,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2001 - 03,154.95286,152.84838,157.0789,151.64481,158.31076,21030.63985,16307284,,,Better,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2001 - 03,182.57279,180.306,184.86079,179.00868,186.18595,25176.78864,22093891,,,Worse,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2001 - 03,149.22846,147.56703,150.90385,146.61544,151.87378,31138.46134,24156565,,,Better,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2001 - 03,136.10098,134.2085,138.01337,133.12642,139.12159,19946.71449,14926146,,,Better,Not compared,20010000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",,,E92000001,England,England,Male,All ages,,,2002 - 04,210.39736,208.94517,211.85667,208.11105,212.70014,91259.32291,73293998,,,Not compared,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",,,E92000001,England,England,Female,All ages,,,2002 - 04,142.53252,141.6842,143.38464,141.19676,143.87706,109738.12424,76505386,,,Not compared,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",,,E92000001,England,England,Persons,All ages,,,2002 - 04,166.65024,165.9167,167.3862,165.49482,167.81127,200997.44715,149799384,,,Not compared,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2002 - 04,210.39736,208.94517,211.85667,208.11105,212.70014,91259.32291,73293998,,,Similar,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2002 - 04,142.53252,141.6842,143.38464,141.19676,143.87706,109738.12424,76505386,,,Similar,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2002 - 04,166.65024,165.9167,167.3862,165.49482,167.81127,200997.44715,149799384,,,Similar,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2002 - 04,239.54498,232.41127,246.82551,228.36545,251.06386,5266.2941,3698821,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2002 - 04,237.79473,233.48022,242.16404,231.01764,244.69854,13712.75177,9956054,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2002 - 04,227.49961,222.67708,232.39454,219.92967,235.23694,9839.75518,7347782,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2002 - 04,220.24522,215.13283,225.44148,212.22357,228.46077,8252.1917,6280475,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2002 - 04,212.39327,207.85133,217.00342,205.2638,219.68046,9830.77198,7830868,,,Similar,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2002 - 04,195.81667,191.6813,200.01466,189.32561,202.4525,9673.83475,8046048,,,Better,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2002 - 04,221.58408,217.27644,225.9524,214.82054,228.48794,11160.6162,10934344,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2002 - 04,191.05507,187.78395,194.36702,185.91656,196.288,14194.48003,11875146,,,Better,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2002 - 04,176.79926,173.06911,180.58693,170.94474,182.78678,9328.6272,7324460,,,Better,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2002 - 04,167.16824,163.07167,171.34125,160.74472,173.76846,6394.52458,3922742,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2002 - 04,170.81406,168.29042,173.36589,166.84822,174.84511,17682.53283,10483855,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2002 - 04,151.78525,149.04313,154.5649,147.47927,156.17803,11816.99192,7741842,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2002 - 04,144.46054,141.52153,147.44494,139.84775,149.17827,9300.48031,6487834,,,Similar,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2002 - 04,140.73804,138.13518,143.37738,136.65113,144.9093,11278.71477,8142226,,,Similar,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2002 - 04,128.85548,126.47637,131.26786,125.11987,132.66803,11326.92897,8369337,,,Better,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2002 - 04,153.63371,151.03381,156.26688,149.54999,157.79438,13503.52193,11269874,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2002 - 04,127.79354,125.88257,129.72599,124.79057,130.84621,17457.31106,12391070,,,Better,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2002 - 04,114.81245,112.64682,117.00884,111.41226,118.28377,10977.11785,7696606,,,Better,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2002 - 04,192.0753,188.54056,195.65875,186.5248,197.73843,11660.81868,7621563,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2002 - 04,193.87576,191.71353,196.05608,190.47507,197.31832,31395.2846,20439909,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2002 - 04,177.76358,175.3835,180.16768,174.02215,181.56056,21656.7471,15089624,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2002 - 04,171.70338,169.14262,174.29287,167.67926,175.79393,17552.67201,12768309,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2002 - 04,166.46972,164.20242,168.7602,162.90571,170.08734,21109.48675,15973094,,,Similar,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2002 - 04,152.33616,150.26605,154.42748,149.08215,155.63924,21000.76373,16415385,,,Better,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2002 - 04,179.31149,177.06269,181.58154,175.77577,182.89638,24664.13813,22204218,,,Worse,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2002 - 04,150.22068,148.56153,151.89367,147.61119,152.86218,31651.79109,24266216,,,Better,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2002 - 04,136.88003,134.99304,138.78669,133.91402,139.89154,20305.74505,15021066,,,Better,Not compared,20020000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",,,E92000001,England,England,Male,All ages,,,2003 - 05,208.02852,206.60359,209.4604,205.78512,210.28802,91964.20176,73787882,,,Not compared,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",,,E92000001,England,England,Female,All ages,,,2003 - 05,143.09514,142.24806,143.94599,141.76132,144.43767,111007.57521,76938269,,,Not compared,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",,,E92000001,England,England,Persons,All ages,,,2003 - 05,166.46542,165.73646,167.19678,165.3172,167.61918,202971.77697,150726151,,,Not compared,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2003 - 05,208.02852,206.60359,209.4604,205.78512,210.28802,91964.20176,73787882,,,Similar,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2003 - 05,143.09514,142.24806,143.94599,141.76132,144.43767,111007.57521,76938269,,,Similar,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2003 - 05,166.46542,165.73646,167.19678,165.3172,167.61918,202971.77697,150726151,,,Similar,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,238.10838,231.13213,245.22686,227.17499,249.3705,5365.88201,3704317,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,238.52307,234.24202,242.85807,231.79833,245.37257,13927.82856,10011466,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,225.8588,221.11327,230.67521,218.40957,233.47191,9939.95686,7415871,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,217.69022,212.69024,222.77176,209.84473,225.72427,8346.2999,6336131,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,212.47627,208.02018,216.99847,205.48119,219.62424,10066.86144,7877256,,,Similar,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,191.49982,187.47172,195.5889,185.17713,197.9635,9678.4583,8107715,,,Better,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,216.88854,212.6736,221.16308,210.27066,223.64424,11078.96705,10999856,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,187.31674,184.11385,190.55962,182.28544,192.44054,14177.16106,11951426,,,Better,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2003 - 05,174.64111,170.97765,178.36089,168.8912,180.52126,9382.78658,7383844,,,Better,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,167.66115,163.57441,171.82371,161.25285,174.24472,6466.42251,3923773,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,171.44695,168.92432,173.99765,167.48265,175.47617,17833.30005,10513584,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,154.84594,152.08211,157.64713,150.50566,159.27263,12108.91304,7782050,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,146.01945,143.08248,149.00124,141.40962,150.73291,9522.82121,6539537,,,Similar,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,143.43797,140.82346,146.08858,139.33252,147.6269,11617.43969,8175282,,,Similar,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,129.00396,126.64062,131.40008,125.29298,132.79073,11513.74298,8437635,,,Better,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,151.10701,148.51958,153.72794,147.04305,155.24845,13195.46052,11346700,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,128.25709,126.34991,130.18558,125.26001,131.30346,17672.24822,12472494,,,Better,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2003 - 05,114.81613,112.65838,117.0044,111.42824,118.27459,11077.22699,7747214,,,Better,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,192.56139,189.04694,196.12392,187.04259,198.19136,11832.30452,7628090,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,194.74463,192.5858,196.92142,191.34923,198.18159,31761.12861,20525050,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,179.43467,177.05423,181.83892,175.69257,183.23183,22048.8699,15197921,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,172.08325,169.54092,174.65384,168.08797,176.14389,17869.12111,12875668,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,168.74207,166.47667,171.03031,165.18091,172.35607,21684.30113,16052538,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,151.1872,149.14284,153.25241,147.97362,154.44901,21192.20129,16545350,,,Better,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,176.43981,174.20975,178.69111,172.93363,179.99514,24274.42757,22346556,,,Worse,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,149.31809,147.67401,150.97583,146.73229,151.93551,31849.40928,24423920,,,Better,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2003 - 05,136.23173,134.36047,138.12242,133.2904,139.218,20460.01357,15131058,,,Better,Not compared,20030000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",,,E92000001,England,England,Male,All ages,,,2004 - 06,198.58121,197.21016,199.95902,196.42268,200.75541,89919.07037,74337867,,,Not compared,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",,,E92000001,England,England,Female,All ages,,,2004 - 06,136.85253,136.02809,137.68069,135.55439,138.15929,107254.12446,77427953,,,Not compared,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",,,E92000001,England,England,Persons,All ages,,,2004 - 06,159.31944,158.61191,160.02933,158.205,160.43934,197173.19483,151765820,,,Not compared,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2004 - 06,198.58121,197.21016,199.95902,196.42268,200.75541,89919.07037,74337867,,,Similar,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2004 - 06,136.85253,136.02809,137.68069,135.55439,138.15929,107254.12446,77427953,,,Similar,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2004 - 06,159.31944,158.61191,160.02933,158.205,160.43934,197173.19483,151765820,,,Similar,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2004 - 06,226.85483,220.18254,233.6647,216.39852,237.62912,5247.0444,3713667,,,Worse,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2004 - 06,234.81674,230.60991,239.07658,228.2086,241.54749,13922.34384,10065961,,,Worse,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2004 - 06,217.37374,212.79315,222.02322,210.18364,224.72312,9802.85285,7484409,,,Worse,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2004 - 06,205.14401,200.36441,210.00295,197.64496,212.82649,8060.1707,6394290,,,Worse,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2004 - 06,203.07425,198.78376,207.42917,196.33947,209.958,9834.00151,7928911,,,Worse,Not compared,20040000,,,3y"
"93963,""Mortality rate from respiratory disease, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2004 - 06,183.88173,180.01329,187.80898,177.80976,190.08966,9598.94748,8174480,,,Better,Not compared,20040000,,,3y"
