Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2001,104.28459,99.65689,109.06629,97.05907,111.86575,2042,3597120,,,Worse,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2001,81.98764,78.62459,85.45497,76.73324,87.48287,2347,3923985,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2001,76.46644,72.62908,80.45127,70.48383,82.78946,1540,2405450,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2001,69.35044,64.7896,74.14679,62.26679,76.97725,865,1307988,,,Worse,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2001,57.86182,55.25587,60.55845,53.79477,62.13825,1871,3484531,,,Worse,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2001,54.16777,51.23583,57.22296,49.60149,59.01848,1292,2555609,,,Worse,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2001,41.40415,38.61026,44.34585,37.06642,46.08277,825,2128607,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2001,40.17869,37.72366,42.75086,36.36139,44.26621,1009,2691952,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2001,38.16662,35.8179,40.62804,34.5149,42.07831,998,2752811,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2001,45.03582,42.52852,47.65134,41.13215,49.18922,1227,3725283,,,Similar,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2001,36.55637,34.66812,38.51977,33.61367,39.67253,1438,4099464,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2001,33.43707,31.27405,35.70867,30.0762,37.04837,914,2537914,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2001,96.63929,92.5477,100.86463,90.24974,103.33772,2115,2540090,,,Worse,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2001,80.42237,78.10181,82.79423,76.78736,84.17595,4571,6772985,,,Worse,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2001,76.90574,74.26856,79.61248,72.77989,81.1923,3227,4976643,,,Worse,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2001,61.84441,59.27703,64.49405,57.83437,66.04444,2200,4189622,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2001,63.99582,61.65552,66.40199,60.33632,67.80749,2839,5280727,,,Similar,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2001,54.35656,52.25625,56.51945,51.0739,57.78377,2538,5400463,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2001,68.63482,66.29175,71.03929,64.96892,72.44258,3269,7322403,,,Worse,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2001,54.89124,53.14981,56.67502,52.16516,57.7152,3785,8023449,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2001,51.13976,49.12857,53.21191,47.99686,54.42346,2454,4943364,,,Better,Not compared,20010000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",,,E92000001,England,England,Male,All ages,,,2002,93.36378,91.90075,94.8438,91.06496,95.70189,16383,24292759,,,Not compared,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",,,E92000001,England,England,Female,All ages,,,2002,45.52928,44.66359,46.40744,44.17016,46.91722,10699,25386508,,,Not compared,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",,,E92000001,England,England,Persons,All ages,,,2002,65.28897,64.51099,66.07397,64.06562,66.52856,27082,49679267,,,Not compared,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2002,93.36378,91.90075,94.8438,91.06496,95.70189,16383,24292759,,,Similar,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2002,45.52928,44.66359,46.40744,44.17016,46.91722,10699,25386508,,,Similar,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2002,65.28897,64.51099,66.07397,64.06562,66.52856,27082,49679267,,,Similar,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2002,124.62963,117.2762,132.30897,113.18475,136.82655,1165,1232838,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2002,112.98601,108.57704,117.52261,106.09337,120.17348,2686,3299082,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2002,109.19226,104.24796,114.30505,101.47421,117.29939,1949,2431540,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2002,83.51993,78.93199,88.29952,76.37403,91.10813,1308,2076257,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2002,98.07843,93.54161,102.77282,90.99778,105.5229,1878,2597087,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2002,79.60931,75.64791,83.72018,73.43209,86.1316,1596,2665059,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2002,94.85346,90.5277,99.32864,88.10185,101.95009,1898,3632228,,,Similar,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2002,80.43764,77.14216,83.83546,75.2889,85.82277,2339,3935274,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2002,76.09874,72.31423,80.02752,70.19803,82.33253,1564,2423394,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2002,71.31439,66.68761,76.1766,64.12679,79.04501,890,1307762,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2002,59.42751,56.7942,62.15085,55.31704,63.74586,1937,3485798,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2002,54.69523,51.755,57.75808,50.11562,59.55785,1312,2568571,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2002,45.10656,42.19877,48.16088,40.58874,49.96236,907,2145496,,,Similar,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2002,39.27259,36.85188,41.80975,35.50907,43.30474,993,2704156,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2002,36.00389,33.74628,38.37182,32.49472,39.76754,963,2767629,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2002,45.30856,42.79203,47.93344,41.39041,49.47674,1233,3744443,,,Similar,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2002,38.2074,36.28012,40.2095,35.20304,41.38449,1509,4109918,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2002,34.69316,32.49585,36.99831,31.27792,38.35715,955,2552735,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2002,93.14893,89.14692,97.2837,86.90015,99.70429,2055,2540600,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2002,80.84965,78.5275,83.22284,77.21201,84.60527,4623,6784880,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2002,76.99532,74.36714,79.69245,72.88338,81.26656,3261,5000111,,,Worse,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2002,61.47989,58.93532,64.10571,57.50534,65.64209,2215,4221753,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2002,64.03937,61.70877,66.4352,60.39486,67.83456,2871,5301243,,,Similar,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2002,54.11059,52.02648,56.25653,50.85313,57.51088,2559,5432688,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2002,65.86476,63.56657,68.22451,62.26967,69.60205,3131,7376671,,,Similar,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2002,55.38625,53.64217,57.1724,52.65585,58.21387,3848,8045192,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2002,51.9673,49.94853,54.04646,48.81218,55.2619,2519,4976129,,,Better,Not compared,20020000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",,,E92000001,England,England,Male,All ages,,,2003,90.90195,89.46019,92.36061,88.63664,93.20636,16069,24427705,,,Not compared,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",,,E92000001,England,England,Female,All ages,,,2003,46.01225,45.14491,46.89195,44.65049,47.4026,10906,25497812,,,Not compared,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",,,E92000001,England,England,Persons,All ages,,,2003,64.4623,63.69175,65.23981,63.25064,65.69006,26975,49925517,,,Not compared,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2003,90.90195,89.46019,92.36061,88.63664,93.20636,16069,24427705,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2003,46.01225,45.14491,46.89195,44.65049,47.4026,10906,25497812,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2003,64.4623,63.69175,65.23981,63.25064,65.69006,26975,49925517,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2003,123.15598,115.64635,131.00477,111.4708,135.62372,1123,1232535,,,Worse,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2003,106.42442,102.16373,110.8116,99.76501,113.37601,2556,3318656,,,Worse,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2003,107.15861,102.26223,112.22305,99.51589,115.18939,1922,2445230,,,Worse,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2003,90.02223,85.23838,94.99782,82.56757,97.91947,1418,2093364,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2003,92.97909,88.54689,97.56931,86.06356,100.25945,1784,2610512,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2003,82.32053,78.30049,86.48848,76.05016,88.93237,1677,2683819,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2003,93.96657,89.64854,98.43469,87.22744,101.05226,1875,3642470,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2003,75.00076,71.84001,78.26252,70.06381,80.17101,2211,3959605,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2003,72.17863,68.51437,75.98546,66.46668,78.21968,1503,2441514,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2003,72.50046,67.85461,77.37939,65.28174,80.25677,915,1307926,,,Worse,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2003,61.27136,58.60203,64.03029,57.10391,65.64572,2008,3496004,,,Worse,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2003,55.5169,52.56914,58.58599,50.92485,60.389,1346,2581084,,,Worse,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2003,42.47369,39.66691,45.42549,38.11439,47.16745,864,2161716,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2003,42.37148,39.86385,44.9946,38.47054,46.53888,1081,2714963,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Female,All ages,,,2003,35.43978,33.21033,37.77841,31.97448,39.15692,959,2790314,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Female,All ages,,,2003,46.39064,43.8396,49.05031,42.4182,50.61375,1260,3752347,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Female,All ages,,,2003,36.17168,34.30706,38.11025,33.26569,39.24835,1448,4128319,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Female,All ages,,,2003,37.12366,34.85187,39.50296,33.5909,40.90446,1025,2565139,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Persons,All ages,,,2003,92.0768,88.09635,96.18985,85.86194,98.59788,2038,2540461,,,Worse,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Persons,All ages,,,2003,79.35967,77.06304,81.70712,75.76215,83.07464,4564,6814660,,,Worse,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Persons,All ages,,,2003,76.47086,73.86007,79.15007,72.38609,80.7137,3268,5026314,,,Worse,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Persons,All ages,,,2003,62.51341,59.96128,65.14581,58.5265,66.68571,2282,4255080,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Persons,All ages,,,2003,63.34263,61.03239,65.7176,59.73,67.1048,2865,5325475,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Persons,All ages,,,2003,54.87329,52.78772,57.01981,51.61313,58.27424,2636,5474133,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Persons,All ages,,,2003,65.96183,63.65837,68.32694,62.35848,69.70761,3135,7394817,,,Similar,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Persons,All ages,,,2003,52.19134,50.50455,53.91987,49.55112,54.92801,3659,8087924,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Persons,All ages,,,2003,51.72107,49.71352,53.78855,48.58344,54.99713,2528,5006653,,,Better,Not compared,20030000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",,,E92000001,England,England,Male,All ages,,,2004,87.64396,86.24246,89.06206,85.44198,89.88434,15740,24573534,,,Not compared,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",,,E92000001,England,England,Female,All ages,,,2004,45.01272,44.15531,45.88248,43.6666,46.3874,10678,25621066,,,Not compared,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",,,E92000001,England,England,Persons,All ages,,,2004,62.6277,61.87089,63.39143,61.43767,63.83372,26418,50194600,,,Not compared,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E92000001,England,England,Male,All ages,,,2004,87.64396,86.24246,89.06206,85.44198,89.88434,15740,24573534,,,Similar,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E92000001,England,England,Female,All ages,,,2004,45.01272,44.15531,45.88248,43.6666,46.3874,10678,25621066,,,Similar,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E92000001,England,England,Persons,All ages,,,2004,62.6277,61.87089,63.39143,61.43767,63.83372,26418,50194600,,,Similar,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Male,All ages,,,2004,117.94225,110.77687,125.43439,106.79414,129.84428,1102,1233448,,,Worse,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Male,All ages,,,2004,101.3644,97.27186,105.58008,94.96854,108.04466,2490,3338316,,,Worse,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Male,All ages,,,2004,99.86892,95.22522,104.67581,92.62233,107.49231,1835,2471012,,,Worse,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Male,All ages,,,2004,84.71948,80.12787,89.49961,77.56638,92.30767,1353,2110854,,,Similar,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Male,All ages,,,2004,86.32173,82.12708,90.6701,79.77874,93.21963,1690,2623269,,,Similar,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000006,East of England region (statistical),Regions (statistical),Male,All ages,,,2004,80.21295,76.30722,84.26281,74.12109,86.63759,1667,2697170,,,Better,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000007,London region (statistical),Regions (statistical),Male,All ages,,,2004,93.52219,89.19617,97.99956,86.77104,100.62281,1851,3659646,,,Worse,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000008,South East region (statistical),Regions (statistical),Male,All ages,,,2004,75.48973,72.34844,78.73011,70.58258,80.62575,2268,3980267,,,Better,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000009,South West region (statistical),Regions (statistical),Male,All ages,,,2004,70.31528,66.71265,74.059,64.69982,76.25642,1484,2459552,,,Better,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000001,North East region (statistical),Regions (statistical),Female,All ages,,,2004,70.0957,65.53357,74.89039,63.0087,77.71907,887,1307054,,,Worse,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000002,North West region (statistical),Regions (statistical),Female,All ages,,,2004,56.17369,53.61823,58.81885,52.18579,60.36871,1839,3502053,,,Worse,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000003,Yorkshire and the Humber region (statistical),Regions (statistical),Female,All ages,,,2004,54.19367,51.27915,57.22974,49.6541,59.01377,1312,2592187,,,Worse,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000004,East Midlands region (statistical),Regions (statistical),Female,All ages,,,2004,40.52341,37.79058,43.40047,36.28031,45.09913,829,2180622,,,Better,Not compared,20040000,,,1y"
"1203,""Mortality rate from lung cancer, all ages"",E92000001,England,E12000005,West Midlands region (statistical),Regions (statistical),Female,All ages,,,2004,41.71943,39.23954,44.31403,37.86186,45.84164,1072,2723107,,,Better,Not compared,20040000,,,1y"
